[2025-06-20 10:03:13.603050] Step: 0       Loss: 0.0361304035    ELBO: -10.8289344617   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:15.806248] Step: 15      Loss: -0.0072684241    ELBO: -10.6309287921   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:15.952981] Step: 16      Loss: -0.0052177613    ELBO: -10.6306054100   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:16.098330] Step: 17      Loss: -0.0046479471    ELBO: -10.6309212632   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:16.244990] Step: 18      Loss: -0.0010791364    ELBO: -10.6297266510   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:16.388255] Step: 19      Loss: -0.0013602960    ELBO: -10.6300184746   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:16.531178] Step: 20      Loss: -0.0009528805    ELBO: -10.6300065704   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:16.767833] Step: 21      Loss: -0.0008084820    ELBO: -10.6301232524   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:16.916778] Step: 22      Loss: -0.0000914087    ELBO: -10.6297177783   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:17.057189] Step: 23      Loss: -0.0002046801    ELBO: -10.6299995075   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:17.198964] Step: 24      Loss: -0.0003936523    ELBO: -10.6303140710   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:17.347406] Step: 25      Loss: 0.0002351820    ELBO: -10.6305102215   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:17.506690] Step: 26      Loss: -0.0000710816    ELBO: -10.6299153312   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:17.673903] Step: 27      Loss: -0.0000201980    ELBO: -10.6295407542   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:17.827345] Step: 28      Loss: -0.0000509761    ELBO: -10.6300155538   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:17.981849] Step: 29      Loss: 0.0000351911    ELBO: -10.6302657578   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:18.126002] Step: 30      Loss: -0.0000522836    ELBO: -10.6301089409   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:18.267011] Step: 31      Loss: 0.0000087403    ELBO: -10.6299577272   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:18.419849] Step: 32      Loss: -0.0000305799    ELBO: -10.6300619330   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:18.567994] Step: 33      Loss: 0.0000091454    ELBO: -10.6300382090   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:18.711392] Step: 34      Loss: -0.0000691687    ELBO: -10.6298559972   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:18.855916] Step: 35      Loss: 0.0000939974    ELBO: -10.6300917077   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:19.000368] Step: 36      Loss: -0.0001404477    ELBO: -10.6299699683   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:19.147494] Step: 37      Loss: 0.0002442838    ELBO: -10.6300050815   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:19.290949] Step: 38      Loss: -0.0002979002    ELBO: -10.6299386024   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:19.440760] Step: 39      Loss: 0.0005241414    ELBO: -10.6301210642   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:19.582098] Step: 40      Loss: -0.0001390099    ELBO: -10.6318102637   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:19.725615] Step: 41      Loss: 0.0006393333    ELBO: -10.6312975023   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:19.872412] Step: 42      Loss: -0.0001749247    ELBO: -10.6301669420   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:20.016364] Step: 43      Loss: -0.0000211605    ELBO: -10.6300445083   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:20.157815] Step: 44      Loss: -0.0000341153    ELBO: -10.6300550551   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:20.299895] Step: 45      Loss: -0.0000334031    ELBO: -10.6300595717   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:20.446936] Step: 46      Loss: -0.0000546834    ELBO: -10.6300758562   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:20.589004] Step: 47      Loss: -0.0000093848    ELBO: -10.6300583792   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:20.727764] Step: 48      Loss: -0.0000135636    ELBO: -10.6300630836   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:20.868314] Step: 49      Loss: -0.0000068942    ELBO: -10.6300619526   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:21.010300] Step: 50      Loss: -0.0000041933    ELBO: -10.6300617302   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:21.154014] Step: 51      Loss: -0.0000027056    ELBO: -10.6300616685   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:21.298139] Step: 52      Loss: -0.0000025992    ELBO: -10.6300624794   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:21.435325] Step: 53      Loss: -0.0000001792    ELBO: -10.6300617144   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:21.573677] Step: 54      Loss: -0.0000003001    ELBO: -10.6300618827   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:21.715191] Step: 55      Loss: -0.0000002302    ELBO: -10.6300618923   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:21.861054] Step: 56      Loss: -0.0000000013    ELBO: -10.6300616915   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:22.003800] Step: 57      Loss: -0.0000000671    ELBO: -10.6300616736   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:22.144834] Step: 58      Loss: -0.0000000423    ELBO: -10.6300618095   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:22.288176] Step: 59      Loss: -0.0000000250    ELBO: -10.6300617857   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:22.434731] Step: 60      Loss: -0.0000000156    ELBO: -10.6300617784   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:22.578496] Step: 61      Loss: -0.0000000174    ELBO: -10.6300617853   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:22.722090] Step: 62      Loss: -0.0000000039    ELBO: -10.6300617792   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:22.863957] Step: 63      Loss: -0.0000000053    ELBO: -10.6300617803   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:23.007290] Step: 64      Loss: -0.0000000015    ELBO: -10.6300617797   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:23.200205] Step: 65      Loss: -0.0000000013    ELBO: -10.6300617802   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:23.369426] Step: 66      Loss: -0.0000000004    ELBO: -10.6300617799   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:23.514776] Step: 67      Loss: -0.0000000004    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:23.807260] Step: 68      Loss: 0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:23.984748] Step: 69      Loss: -0.0000000002    ELBO: -10.6300617797   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:24.132953] Step: 70      Loss: 0.0000000001    ELBO: -10.6300617799   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:24.286372] Step: 71      Loss: -0.0000000002    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:24.430357] Step: 72      Loss: 0.0000000002    ELBO: -10.6300617797   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:24.573179] Step: 73      Loss: -0.0000000003    ELBO: -10.6300617803   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:24.718599] Step: 74      Loss: 0.0000000001    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:24.863859] Step: 75      Loss: -0.0000000001    ELBO: -10.6300617797   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:25.007252] Step: 76      Loss: 0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:25.149312] Step: 77      Loss: -0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:25.374403] Step: 78      Loss: 0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:25.523678] Step: 79      Loss: -0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:25.666332] Step: 80      Loss: 0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:25.811738] Step: 81      Loss: -0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:25.957154] Step: 82      Loss: 0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:26.100853] Step: 83      Loss: -0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:26.240447] Step: 84      Loss: 0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:26.381848] Step: 85      Loss: -0.0000000000    ELBO: -10.6300617797   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:26.518848] Step: 86      Loss: 0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:26.661955] Step: 87      Loss: -0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:26.805129] Step: 88      Loss: 0.0000000001    ELBO: -10.6300617797   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:26.947058] Step: 89      Loss: -0.0000000001    ELBO: -10.6300617799   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:27.090481] Step: 90      Loss: 0.0000000000    ELBO: -10.6300617795   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:27.234337] Step: 91      Loss: -0.0000000000    ELBO: -10.6300617797   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:27.375473] Step: 92      Loss: 0.0000000000    ELBO: -10.6300617797   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:27.519573] Step: 93      Loss: 0.0000000000    ELBO: -10.6300617800   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:27.662841] Step: 94      Loss: -0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:27.807273] Step: 95      Loss: 0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:27.961314] Step: 96      Loss: -0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:28.112339] Step: 97      Loss: -0.0000000000    ELBO: -10.6300617796   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:28.274496] Step: 98      Loss: -0.0000000000    ELBO: -10.6300617794   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:28.429770] Step: 99      Loss: -0.0000000000    ELBO: -10.6300617794   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:28.578991] Step: 100     Loss: 0.0000000001    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:28.722579] Step: 101     Loss: 0.0000000000    ELBO: -10.6300617803   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:28.868410] Step: 102     Loss: -0.0000000001    ELBO: -10.6300617793   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:29.012485] Step: 103     Loss: 0.0000000003    ELBO: -10.6300617797   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:29.158492] Step: 104     Loss: -0.0000000012    ELBO: -10.6300617762   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:29.302343] Step: 105     Loss: -0.0000000005    ELBO: -10.6300617476   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:29.446323] Step: 106     Loss: -0.0000000000    ELBO: -10.6300617833   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:29.614635] Step: 107     Loss: 0.0000000013    ELBO: -10.6300617792   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:29.767739] Step: 108     Loss: 0.0000000013    ELBO: -10.6300617907   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:29.926272] Step: 109     Loss: -0.0000000021    ELBO: -10.6300617679   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:30.074010] Step: 110     Loss: -0.0000000020    ELBO: -10.6300617479   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:30.230588] Step: 111     Loss: 0.0000000064    ELBO: -10.6300618127   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:30.380087] Step: 112     Loss: -0.0000000068    ELBO: -10.6300617617   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:30.530949] Step: 113     Loss: 0.0000000045    ELBO: -10.6300617640   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:30.688433] Step: 114     Loss: -0.0000000150    ELBO: -10.6300617501   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:30.879538] Step: 115     Loss: 0.0000000209    ELBO: -10.6300616823   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:31.077987] Step: 116     Loss: -0.0000000290    ELBO: -10.6300618739   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:31.276850] Step: 117     Loss: 0.0000000783    ELBO: -10.6300618518   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:31.429993] Step: 118     Loss: -0.0000002630    ELBO: -10.6300617417   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:31.576209] Step: 119     Loss: 0.0000009089    ELBO: -10.6300634475   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:31.717151] Step: 120     Loss: -0.0000000664    ELBO: -10.6300747083   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:31.861469] Step: 121     Loss: 0.0000002862    ELBO: -10.6300550765   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:32.006305] Step: 122     Loss: -0.0000011304    ELBO: -10.6300538669   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:32.157144] Step: 123     Loss: 0.0000013976    ELBO: -10.6300553878   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:32.300815] Step: 124     Loss: 0.0000023855    ELBO: -10.6300755937   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:32.440775] Step: 125     Loss: -0.0000070354    ELBO: -10.6300456339   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:32.584689] Step: 126     Loss: 0.0000023255    ELBO: -10.6300514759   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:32.733673] Step: 127     Loss: 0.0000009750    ELBO: -10.6300804395   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:32.876826] Step: 128     Loss: 0.0000031528    ELBO: -10.6300672769   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:33.020055] Step: 129     Loss: -0.0000026722    ELBO: -10.6300538890   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:33.185753] Step: 130     Loss: 0.0000025764    ELBO: -10.6300411516   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:33.344149] Step: 131     Loss: -0.0000074310    ELBO: -10.6300582118   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:33.506044] Step: 132     Loss: 0.0000079954    ELBO: -10.6300348680   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:33.662410] Step: 133     Loss: -0.0000086546    ELBO: -10.6300872057   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:33.830195] Step: 134     Loss: 0.0000159893    ELBO: -10.6300633417   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:33.977377] Step: 135     Loss: -0.0000189042    ELBO: -10.6300675710   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:34.128496] Step: 136     Loss: 0.0000174613    ELBO: -10.6300425926   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:34.312957] Step: 137     Loss: -0.0000162054    ELBO: -10.6300898734   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:34.477739] Step: 138     Loss: 0.0000002560    ELBO: -10.6300616816   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:34.638430] Step: 139     Loss: -0.0000000864    ELBO: -10.6300619837   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:34.819693] Step: 140     Loss: 0.0000000545    ELBO: -10.6300616749   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:34.986103] Step: 141     Loss: -0.0000000087    ELBO: -10.6300617655   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:35.201668] Step: 142     Loss: 0.0000000425    ELBO: -10.6300618038   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:35.374497] Step: 143     Loss: 0.0000000167    ELBO: -10.6300617864   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:35.532506] Step: 144     Loss: 0.0000000212    ELBO: -10.6300617848   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:35.707254] Step: 145     Loss: 0.0000000012    ELBO: -10.6300617866   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:35.870726] Step: 146     Loss: 0.0000000052    ELBO: -10.6300617881   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:36.021544] Step: 147     Loss: -0.0000000024    ELBO: -10.6300617823   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:36.173373] Step: 148     Loss: 0.0000000010    ELBO: -10.6300617711   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:36.365727] Step: 149     Loss: -0.0000000026    ELBO: -10.6300617856   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:36.549415] Step: 150     Loss: 0.0000000040    ELBO: -10.6300617808   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:36.709501] Step: 151     Loss: -0.0000000040    ELBO: -10.6300617818   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:36.876994] Step: 152     Loss: 0.0000000043    ELBO: -10.6300617846   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:37.034773] Step: 153     Loss: -0.0000000055    ELBO: -10.6300617708   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:37.188676] Step: 154     Loss: 0.0000000013    ELBO: -10.6300617808   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:37.333690] Step: 155     Loss: -0.0000000007    ELBO: -10.6300617778   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:37.471475] Step: 156     Loss: 0.0000000003    ELBO: -10.6300617799   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:37.611860] Step: 157     Loss: 0.0000000001    ELBO: -10.6300617804   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:37.757948] Step: 158     Loss: 0.0000000001    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:37.908369] Step: 159     Loss: -0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:03:38.172647] Step: 160     Loss: 0.0000000000    ELBO: -10.6300617798   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
