[2025-06-20 15:27:41.509463] Step: 0       Loss: -2.3917597033    ELBO: -14.1154643240   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418
[2025-06-20 15:27:42.112429] Step: 1       Loss: -1.1955789918    ELBO: -13.3025120149   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418
[2025-06-20 15:27:42.708126] Step: 2       Loss: -1.7613224979    ELBO: -13.3554125390   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418
[2025-06-20 15:27:43.341996] Step: 3       Loss: -1.2944473339    ELBO: -13.0704299078   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418
[2025-06-20 15:27:43.975225] Step: 4       Loss: -0.8307951249    ELBO: -12.7637133147   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:44.566808] Step: 5       Loss: -0.7028025258    ELBO: -12.6577285782   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:45.159343] Step: 6       Loss: -0.7465529510    ELBO: -12.6147100962   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:45.759045] Step: 7       Loss: -0.9578509919    ELBO: -12.5707691188   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:46.398450] Step: 8       Loss: -0.6625363665    ELBO: -12.5835223469   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:47.000347] Step: 9       Loss: -0.5522786145    ELBO: -12.4979871351   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:47.599493] Step: 10      Loss: -0.4162636870    ELBO: -12.3963020056   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:48.207582] Step: 11      Loss: -0.4802269142    ELBO: -12.3912409363   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:48.804953] Step: 12      Loss: -0.4485909606    ELBO: -12.4016570896   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:49.486210] Step: 13      Loss: -0.4650191870    ELBO: -12.3644738043   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:50.103468] Step: 14      Loss: -0.3168090141    ELBO: -12.3452311219   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:50.720536] Step: 15      Loss: -0.3813531064    ELBO: -12.3532661523   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:51.324097] Step: 16      Loss: -0.4471382762    ELBO: -12.3346190257   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:51.929964] Step: 17      Loss: -0.2199539472    ELBO: -12.3164330120   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:52.573025] Step: 18      Loss: -0.2223722866    ELBO: -12.2921722505   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:53.177878] Step: 19      Loss: -0.1864711747    ELBO: -12.2878994632   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:53.790678] Step: 20      Loss: -0.1590811363    ELBO: -12.2630513267   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:54.420595] Step: 21      Loss: -0.1967413170    ELBO: -12.2907059419   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:55.028079] Step: 22      Loss: -0.2480443403    ELBO: -12.3020361619   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:55.626108] Step: 23      Loss: -0.1560920812    ELBO: -12.2857500037   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:56.263460] Step: 24      Loss: -0.1188265579    ELBO: -12.2616000699   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:56.848557] Step: 25      Loss: -0.1376762523    ELBO: -12.2726415969   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:57.425285] Step: 26      Loss: -0.1028113484    ELBO: -12.2500639685   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:58.000154] Step: 27      Loss: -0.0973268061    ELBO: -12.2598907818   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:58.573274] Step: 28      Loss: -0.1670172545    ELBO: -12.2682613044   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:59.195251] Step: 29      Loss: -0.1140771230    ELBO: -12.2577579648   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:27:59.776283] Step: 30      Loss: -0.1191388069    ELBO: -12.2766330835   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:00.370347] Step: 31      Loss: -0.0529743678    ELBO: -12.2557682519   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:00.954675] Step: 32      Loss: -0.0506401379    ELBO: -12.2493166067   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:01.535993] Step: 33      Loss: -0.0401829011    ELBO: -12.2437676222   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:02.131782] Step: 34      Loss: -0.0353789863    ELBO: -12.2467601613   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:02.726670] Step: 35      Loss: -0.0325825239    ELBO: -12.2497566038   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:03.358769] Step: 36      Loss: -0.0558776983    ELBO: -12.2483691330   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:03.954799] Step: 37      Loss: -0.0187084608    ELBO: -12.2562661562   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:04.560671] Step: 38      Loss: -0.0274806676    ELBO: -12.2485868881   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:05.189745] Step: 39      Loss: -0.0245088898    ELBO: -12.2473363702   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:05.827287] Step: 40      Loss: -0.0035373460    ELBO: -12.2417434153   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:06.409755] Step: 41      Loss: -0.0448552988    ELBO: -12.2538977088   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:06.995664] Step: 42      Loss: -0.0086729445    ELBO: -12.2455474346   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:07.593251] Step: 43      Loss: -0.0131007892    ELBO: -12.2461319874   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:08.186594] Step: 44      Loss: -0.0120648512    ELBO: -12.2499523072   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:08.778489] Step: 45      Loss: -0.0467677862    ELBO: -12.2510671704   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:09.405274] Step: 46      Loss: -0.0050381522    ELBO: -12.2560680210   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:09.988561] Step: 47      Loss: -0.0036210189    ELBO: -12.2470139786   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:10.573507] Step: 48      Loss: 0.0166052850    ELBO: -12.2432780555   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:11.162715] Step: 49      Loss: -0.0290725254    ELBO: -12.2494963344   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:11.751415] Step: 50      Loss: 0.0296586489    ELBO: -12.2499871273   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:12.371350] Step: 51      Loss: -0.0276883795    ELBO: -12.2499963941   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:12.959472] Step: 52      Loss: 0.0265776854    ELBO: -12.2485131336   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:13.551195] Step: 53      Loss: -0.0824547277    ELBO: -12.2536397850   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:14.138721] Step: 54      Loss: 0.0099338744    ELBO: -12.2587594393   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:14.726513] Step: 55      Loss: 0.0943937414    ELBO: -12.2393292893   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:15.383854] Step: 56      Loss: -0.1501279206    ELBO: -12.2681713676   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:16.014294] Step: 57      Loss: 0.0638854434    ELBO: -12.2462073829   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:16.604848] Step: 58      Loss: -0.0006616838    ELBO: -12.2443380277   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:17.180982] Step: 59      Loss: -0.0083095443    ELBO: -12.2458749381   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:17.757031] Step: 60      Loss: -0.0020312972    ELBO: -12.2453960775   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:18.341947] Step: 61      Loss: -0.0039182721    ELBO: -12.2459196073   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:18.961054] Step: 62      Loss: -0.0029944855    ELBO: -12.2457523679   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:19.539727] Step: 63      Loss: -0.0026950785    ELBO: -12.2460200648   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
[2025-06-20 15:28:20.122413] Step: 64      Loss: -0.0039356222    ELBO: -12.2464891017   log p(x): -12.2458014418   log p(x) (analytic): -12.2458014418   ETML: 4
