[2025-06-20 10:06:59.898454] Step: 0       Loss: -0.0274267042    ELBO: -10.6871147629   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:00.050721] Step: 1       Loss: -0.0707375545    ELBO: -10.7371299182   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:00.203038] Step: 2       Loss: -0.0973834895    ELBO: -10.7405365224   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:00.355071] Step: 3       Loss: -0.1133731580    ELBO: -10.7177868744   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:00.504106] Step: 4       Loss: -0.0892434900    ELBO: -10.6779897318   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:00.655489] Step: 5       Loss: -0.0742685088    ELBO: -10.6585757633   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:00.805679] Step: 6       Loss: -0.0419796156    ELBO: -10.6303519809   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:00.949207] Step: 7       Loss: -0.0492031482    ELBO: -10.6365259031   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:01.088135] Step: 8       Loss: -0.0329796548    ELBO: -10.6255954831   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:01.225184] Step: 9       Loss: -0.0225181349    ELBO: -10.6282254829   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:01.363487] Step: 10      Loss: -0.0191485291    ELBO: -10.6278784440   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:01.505321] Step: 11      Loss: -0.0092430593    ELBO: -10.6255717121   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:01.650238] Step: 12      Loss: -0.0158444017    ELBO: -10.6314745939   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:01.795210] Step: 13      Loss: -0.0094255566    ELBO: -10.6302478270   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:01.942798] Step: 14      Loss: -0.0058317004    ELBO: -10.6295997298   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:02.097740] Step: 15      Loss: -0.0039734996    ELBO: -10.6282906188   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:02.248376] Step: 16      Loss: -0.0066251705    ELBO: -10.6292902534   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:02.398831] Step: 17      Loss: -0.0018081668    ELBO: -10.6316508109   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:02.554811] Step: 18      Loss: -0.0020983617    ELBO: -10.6283226823   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:02.705641] Step: 19      Loss: 0.0027215935    ELBO: -10.6313438874   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
[2025-06-20 10:07:02.852306] Step: 20      Loss: -0.0016113439    ELBO: -10.6318004215   log p(x): -10.6300617798   log p(x) (analytic): -10.6300617798   ETML: 0
